emp_no,first_name,last_name,title,from_date,to_date
437659,Conor,Jervis,Staff,1998-12-19,2000-08-20
437660,Youngkon,Polajnar,Staff,1995-04-06,1999-03-31
437690,Elliott,Cronan,Staff,1993-06-14,1999-02-14
437729,Hiroyasu,Butner,Senior Staff,1998-04-16,2000-10-06
437750,Rosine,Karunanithi,Staff,1986-07-03,1989-08-05
437763,Nimmagadda,Munro,Staff,1996-04-19,2000-04-11
437767,Ung,Stentiford,Senior Staff,1999-01-17,2000-01-02
437776,Mitsuyuki,McClurg,Staff,1999-05-30,2001-05-11
437806,Valdiodio,Benveniste,Senior Staff,1997-01-07,1998-12-19
437819,Teruyuki,Bierman,Staff,1995-02-21,1996-04-28
437858,Jianhua,Rubsam,Senior Staff,1995-03-27,1998-09-18
437861,Moie,Esteva,Senior Staff,1996-11-18,1997-03-03
437867,Xiaoheng,Huxford,Staff,1997-08-31,2001-05-10
437875,Arun,Swick,Engineer,1988-05-07,1991-06-16
437899,Rafols,Warwick,Staff,1987-02-07,1991-06-15
437921,Brigham,Crelier,Assistant Engineer,1993-03-22,1994-10-22
437922,Marie,Stenning,Technique Leader,1992-07-12,1999-03-01
437931,Abdelaziz,Dalton,Senior Engineer,1998-09-29,2000-11-28
437940,Radhika,Axelband,Engineer,1990-10-28,1991-01-18
437956,Kazuhisa,Czap,Senior Engineer,1997-03-27,2002-01-23
437974,Shounak,Fadgyas,Staff,1998-05-15,1999-05-04
438007,Fumiya,Lanphier,Staff,1999-12-02,2000-03-10
438011,Patricia,Brender,Engineer,1987-09-01,1991-09-01
438018,Fumiyo,Janetzko,Senior Engineer,1994-06-11,2001-01-25
438020,Yefim,Heinisuo,Engineer,1999-10-27,2000-02-06
438028,Djelloul,Haraldson,Staff,1991-12-12,1999-10-08
438053,Rosalie,Gammage,Staff,1990-12-07,1991-06-12
438123,Isamu,Marsiglia,Staff,1997-12-30,2000-04-29
438144,Martial,Suri,Senior Staff,1988-11-01,1998-08-15
438154,Karsten,Kenevan,Senior Staff,1987-05-21,1988-04-29
438176,Alselm,Grandbois,Engineer,1996-07-11,2001-10-23
438191,Atilio,Eterovic,Assistant Engineer,1992-02-04,1994-07-01
438197,Hideo,Stassinopoulos,Staff,1985-11-27,1992-02-08
438216,Frazer,Szmurlo,Staff,1990-07-12,1995-11-20
438225,Kristian,Bahl,Senior Staff,1999-04-06,2001-01-03
438243,Hongzhu,Stranks,Engineer,1998-12-07,1999-02-03
438254,Maia,Ramsak,Staff,1990-06-20,1993-10-22
438260,Youjian,Comyn,Engineer,1997-03-27,1998-05-09
438273,Shigeichiro,Minakawa,Staff,1997-11-27,2002-01-16
438295,Koichi,Acton,Senior Staff,1987-09-27,1992-01-27
438310,Sanjit,Dredge,Senior Staff,1993-05-14,1994-11-06
438324,Heeju,Binding,Staff,1995-06-21,2000-09-03
438333,Tayeb,Pesch,Staff,1987-10-16,1992-12-07
438339,Susanta,Katiyar,Senior Staff,1986-08-16,1994-01-16
438358,Shigeo,Camurati,Staff,1989-05-18,1994-01-16
438362,Radhakrishnan,Gini,Engineer,2000-01-11,2002-07-17
438365,Zongyan,Colorni,Engineer,1992-09-17,1998-04-23
438396,Gila,Vesel,Engineer,1995-07-25,1997-05-02
438409,Snehasis,Duclos,Staff,1997-10-04,2001-07-09
438412,Juichirou,Ecklund,Staff,1996-09-21,1998-07-26
438426,Achilleas,Lichtman,Staff,1995-09-05,2000-04-19
438442,King,Sessa,Senior Engineer,1985-09-03,1996-05-25
438468,Peternela,Socorro,Senior Staff,1989-04-09,1992-11-30
438475,Raimond,Engelmann,Staff,1996-08-27,2000-01-03
438480,Hyuncheol,Taubenfeld,Senior Staff,1992-09-15,1994-09-15
438486,Arve,Vesel,Engineer,1987-04-04,1991-10-10
438488,Aris,Wendorf,Senior Engineer,1991-12-27,1999-12-14
438518,Paddy,Kroon,Engineer,1989-10-04,1994-04-19
438520,Ibibia,Trystram,Engineer,1992-10-19,1992-12-15
438523,Tooru,Restivo,Senior Staff,1992-08-31,1993-03-18
438535,Debaprosad,Halevi,Senior Staff,1988-06-22,1998-10-31
438542,Moriyoshi,Angiulli,Engineer,1996-04-03,1996-07-06
438546,Seshu,Ozeri,Staff,1994-10-03,1996-09-05
438548,Kersti,Baak,Senior Staff,1990-03-09,1991-07-16
438564,Fay,Bodoff,Assistant Engineer,1991-12-23,1996-08-23
438582,Hausi,Perly,Engineer,1986-12-16,1990-08-03
438623,Mandell,Nishimukai,Senior Staff,1999-09-25,2002-02-18
438665,Chriss,Chiola,Senior Engineer,1997-05-24,2001-02-19
438701,Syozo,Gischer,Engineer,2000-01-15,2001-10-14
438714,Yucai,Thimonier,Staff,1986-07-08,1987-11-21
438740,Naftali,Lamma,Engineer,1996-04-23,2000-02-24
438766,Kazuhisa,Verspoor,Senior Staff,1996-02-26,1998-05-29
438782,Susuma,Peha,Senior Engineer,1994-12-29,1997-04-06
438804,Kinh,Pollock,Senior Engineer,1988-09-28,1993-02-02
438847,Abdelkader,Kading,Senior Engineer,1996-11-14,2000-10-20
438853,Satoru,Grabner,Senior Engineer,1993-01-28,2001-08-20
438873,Geoffry,Feinberg,Senior Staff,1997-06-22,2001-04-02
438902,Ziyad,Scharstein,Engineer,1988-10-13,1989-09-29
438903,Heping,Matzov,Senior Engineer,1997-03-06,1998-10-30
438917,Xiaoheng,Waleschkowski,Senior Staff,1994-05-07,1997-06-25
438926,Gunilla,Anido,Staff,1997-03-18,2000-07-24
438964,Gennadi,Highland,Senior Staff,1994-12-07,1999-10-31
438988,Gunilla,Heering,Senior Staff,1999-11-18,2001-03-22
439014,Rayond,Falster,Staff,1993-07-23,1995-05-13
439069,Sergi,Wendorf,Engineer,1985-07-07,1985-08-13
439078,Shahab,Gien,Senior Staff,1991-07-14,1994-07-14
439079,Jianhui,Eterovic,Engineer,1990-07-10,1993-03-19
439090,Hyuncheol,Tsunoo,Staff,1992-01-12,1995-08-20
439119,Kshitij,Zeidenstein,Senior Staff,1991-08-03,1998-12-15
439148,Vidya,Penz,Engineer,1993-05-16,2000-01-29
439178,Ronghao,Tramer,Engineer,1993-12-20,1995-09-16
439225,Chenye,Kuszyk,Senior Engineer,1993-04-12,1999-02-10
439278,Sivanarayana,Chenney,Senior Engineer,1997-11-26,1999-10-17
439308,Cordelia,Siepmann,Staff,1994-08-20,1994-11-04
439324,George,Pezzoli,Assistant Engineer,1999-02-15,2002-05-01
439336,Domenico,Breugel,Engineer,1994-12-05,2000-11-28
439348,Shaz,Wissmann,Senior Engineer,1995-05-27,2000-04-19
439354,Xinan,Lorys,Senior Staff,1986-11-28,1998-08-01
439358,Shay,Heyers,Engineer,1993-05-20,1995-09-06
439366,Mario,Lichtner,Staff,1995-06-30,2001-09-11
439376,Jinya,Fandrianto,Staff,1989-12-19,1997-04-03
439428,Hongzhu,Onuegbe,Staff,1996-10-09,2001-08-23
439484,Muzhong,Seghrouchni,Technique Leader,1993-08-29,2000-09-15
439493,Almudena,Bednarek,Senior Engineer,1997-07-03,1999-05-05
439524,Ugo,Mellouli,Senior Engineer,1999-05-09,1999-08-07
439552,Pramod,Rando,Senior Staff,1998-03-06,2002-01-09
439574,Xumin,Eldridge,Staff,1997-08-31,1999-12-18
439577,Yannik,Schlumberger,Staff,1996-05-28,1997-02-05
439580,Conal,Kalefeld,Engineer,1996-03-08,2001-03-16
439622,Vatsa,Vesna,Engineer,1996-10-18,1997-12-24
439640,Lena,Plotkin,Staff,1999-01-05,1999-02-04
439660,Zhonghui,Budinsky,Senior Engineer,1986-06-09,2002-05-23
439662,Heejo,Erde,Staff,1995-03-01,1995-10-29
439678,Adam,Encarnacion,Senior Engineer,1989-07-21,1999-09-09
439723,Marko,Vidya,Engineer,1986-08-28,1989-04-01
439741,Kristian,Polupanov,Engineer,1999-09-29,2000-09-05
439744,Saniya,Yetim,Staff,1998-04-24,2000-10-12
439749,Rimli,Jahnichen,Senior Engineer,1995-06-11,1999-04-16
439803,Parke,Picht,Engineer,1998-09-22,2000-06-18
439829,Uta,Birjandi,Senior Engineer,1992-02-28,1992-04-28
439834,Moriyoshi,Ducloy,Senior Engineer,1995-09-23,1999-04-11
439840,Yucel,Ratzlaff,Technique Leader,1996-06-01,2000-07-05
439849,Kamakshi,Undy,Engineer,1997-06-07,2000-01-15
439855,Zhiguo,Cochrane,Engineer,1992-04-01,1992-10-20
439858,Janche,Manderick,Senior Engineer,1999-09-16,2000-09-16
439860,Kaijung,Munro,Senior Staff,1998-08-15,2001-04-20
439879,Tzvetan,Gente,Engineer,1998-11-06,2001-04-14
439899,Marie,Brandsma,Engineer,1986-07-14,1987-08-23
439911,Premal,Hebert,Senior Engineer,1996-01-24,1997-06-26
439937,Kersti,Glowinski,Engineer,1999-10-10,2001-08-14
439995,Demos,Zweizig,Engineer,1992-08-11,1998-04-13
440034,Mohd,Rosti,Senior Staff,1997-01-11,2002-06-18
440058,Taegyun,Cooley,Staff,1999-05-07,2000-12-27
440069,Stafford,Tyugu,Technique Leader,1997-07-23,1999-03-01
440087,Zhenhua,Bierman,Engineer,1995-01-27,2000-05-11
440104,Martial,Setia,Staff,1996-05-21,2000-04-06
440113,Vasilii,Hashii,Assistant Engineer,1998-06-14,2000-04-17
440132,Paris,Showalter,Senior Engineer,1995-05-25,2002-06-16
440160,Gudjon,Koblitz,Senior Staff,1993-10-17,1996-11-08
440163,Honglan,Theuretzbacher,Engineer,1992-02-28,1998-01-05
440202,Sadegh,Daescu,Senior Engineer,1994-06-06,1997-02-14
440209,Zvonko,Rindone,Staff,1991-11-19,1993-11-29
440267,Shao,Busillo,Engineer,1994-02-20,1999-10-24
440271,Candida,Perfilyeva,Engineer,1989-11-16,1991-03-05
440278,Yonghong,Ermel,Senior Engineer,1998-05-05,2000-03-11
440294,Deniz,McConalogue,Senior Engineer,2000-08-10,2001-04-22
440326,Elvis,Krogh,Engineer,1998-11-27,1999-05-10
440360,Gianluca,Junot,Technique Leader,1989-08-12,1998-12-27
440370,Fumiya,Gunderson,Senior Staff,1999-04-16,2001-09-19
440375,Mitsuyuki,Bojadziev,Staff,1988-03-21,1996-12-02
440381,Billie,Beerel,Technique Leader,1993-04-09,1994-07-06
440385,Koichi,Pokrovskii,Senior Staff,1994-02-12,2000-02-25
440412,Eberhardt,Radivojevic,Senior Staff,1989-03-25,2002-07-09
440429,Alassane,Birjandi,Senior Staff,1999-11-28,2000-08-07
440463,Rosine,Percebois,Staff,1999-06-06,2001-02-22
440468,Nathan,Selvestrel,Staff,1987-12-03,1988-05-27
440480,Stepehn,Luders,Staff,1993-09-30,1999-12-16
440487,Saeed,Perry,Senior Staff,1996-09-02,2000-05-05
440516,Mamdouh,Matheson,Engineer,1996-03-12,2002-06-02
440536,Martijn,Khalil,Senior Engineer,1995-06-09,1995-07-09
440591,Serif,Nitsch,Staff,1999-11-04,2002-03-24
440607,Kwangjo,Molberg,Engineer,1987-12-08,1989-04-15
440609,Fay,Schmezko,Engineer,1996-01-23,1998-08-07
440611,Peternela,Azevdeo,Engineer,1990-01-09,1990-04-05
440616,Naftaly,Syrotiuk,Staff,1991-03-06,1993-12-01
440627,Mingsen,Mitzlaff,Engineer,1999-10-08,2002-02-18
440660,Ennio,Schnabel,Senior Staff,1995-06-23,2000-10-06
440680,Vishu,Gammage,Technique Leader,1988-03-28,1994-09-06
440706,Vidar,Schade,Assistant Engineer,1989-02-14,1994-01-18
440713,Eldridge,McClurg,Engineer,1997-02-25,1997-03-14
440719,Guozhong,Casperson,Senior Staff,1987-08-14,1997-01-08
440744,Goetz,Rosca,Engineer,1989-02-25,1991-08-25
440796,Breannda,Thebaut,Senior Engineer,1997-03-31,1999-12-15
440829,Richara,Falco,Senior Engineer,1996-04-24,2002-06-11
440836,Ziya,Lanzelotte,Senior Staff,1994-11-23,2002-05-01
440839,Ipke,Sidje,Senior Staff,1999-03-07,2000-07-02
440861,Valeska,Mitzlaff,Senior Staff,1990-09-04,1991-04-29
440879,Gift,Gewali,Senior Engineer,1996-08-11,1998-08-06
440898,Lobel,Furudate,Senior Staff,1997-01-15,1997-11-05
440906,Mohua,Ouhyoung,Senior Engineer,1997-06-20,1997-10-30
440911,Babette,Mundy,Staff,1995-01-10,1999-12-09
440932,Aron,Rijsenbrij,Senior Staff,1999-12-17,2002-07-11
440939,Masako,Maliniak,Staff,1994-06-17,1996-05-07
440944,Masoud,Peac,Senior Engineer,1987-07-02,1993-04-05
440974,Mitsuyuki,Simmen,Staff,1996-08-17,1999-05-29
440980,Anestis,Zuberek,Staff,1994-02-25,2000-05-20
440995,Henk,Menhoudj,Engineer,1992-12-05,1994-02-16
441030,Jovan,Trumbly,Senior Staff,1985-10-20,1996-11-05
441039,Chenyi,Pena,Staff,1998-09-28,2000-01-18
441043,Duangkaew,Heinisuo,Engineer,1999-09-22,2002-03-22
441054,Richara,Belinskaya,Engineer,1994-01-24,2000-07-10
441055,Ramzi,Danner,Engineer,1985-12-06,1986-09-09
441066,Djelloul,Ghemri,Senior Engineer,1999-05-31,2000-09-17
441081,Shichao,Selenyi,Senior Staff,1994-12-03,1996-12-23
441093,Bikash,Doering,Senior Engineer,2000-11-16,2001-05-26
441168,Nikolaos,Kenevan,Senior Staff,2001-09-22,2002-03-19
441172,Makato,Kadhim,Engineer,1999-07-05,2001-09-12
441191,Subir,Quittner,Technique Leader,1999-01-16,2001-12-01
441212,Sigeru,Picaronny,Senior Engineer,1990-05-27,1990-09-18
441214,Takushi,Crabtree,Engineer,1999-03-19,2002-04-29
441241,Luisa,Dusink,Senior Engineer,1995-02-14,2001-10-23
441250,Yuriy,Schlumberger,Engineer,2000-01-08,2000-01-24
441280,Mohd,Stanger,Staff,1990-05-31,1994-10-11
441289,Angus,Luga,Staff,1997-10-03,2001-08-02
441303,Juyoung,Vilarrasa,Staff,1995-05-07,1998-04-13
441356,Doohun,Schnelling,Engineer,1993-06-24,1999-07-06
441367,Sachio,Clouatre,Staff,1994-02-20,1997-04-25
441381,Sadok,Chorvat,Staff,1997-09-13,2000-02-03
441394,Nimmagadda,Iivonen,Senior Staff,1991-12-10,1998-02-22
441409,Khalid,Serot,Engineer,1987-01-11,1987-06-12
441416,Kiyotoshi,Sooriamurthi,Engineer,1990-08-07,1995-06-30
441446,Leaf,Boguraev,Senior Engineer,2001-08-15,2001-12-27
441480,Bezalel,Spataro,Senior Staff,1990-08-19,2001-12-07
441503,Chuanti,Kaiserswerth,Staff,1988-11-22,1992-11-04
441510,Shichao,Tokunaga,Senior Staff,1986-10-22,1997-04-17
441519,Arun,Verspoor,Staff,1994-10-13,1999-08-08
441523,Kazuhira,Manders,Staff,1999-03-01,2001-09-20
441534,Hitomi,Baby,Senior Staff,1995-04-01,1998-06-24
441552,Qiwen,Cronin,Staff,1999-09-27,2000-03-05
441564,Aria,Portugali,Staff,1996-12-11,1999-11-08
441583,Sariel,Hanratty,Senior Engineer,1993-09-07,1997-08-29
441593,Amalendu,Lieblein,Staff,1997-11-12,1999-07-25
441600,Fay,Janetzko,Senior Staff,1989-03-06,2000-11-10
441613,Nectarios,Cannata,Engineer,1996-09-03,2001-07-27
441632,Lokesh,Sundgren,Engineer,1992-01-15,1998-03-26
441660,Cordelia,Rosen,Engineer,1994-06-18,1995-03-14
441665,Clyde,Comellas,Staff,1989-05-24,1995-08-24
441712,Koichi,Gente,Engineer,1996-12-09,1998-03-09
441739,Seongbin,Kuszyk,Staff,1987-12-27,1993-06-22
441747,Remmert,Nicolson,Engineer,1986-03-03,1987-07-03
441749,Siamak,Swen,Engineer,1998-05-22,2001-08-12
441769,Irena,Sundgren,Senior Staff,1996-04-24,1996-06-18
441778,Jacopo,Danecki,Senior Staff,1992-06-25,1999-08-15
441790,Adas,Bratsberg,Senior Engineer,1993-03-19,1994-01-20
441820,Mori,Heiserman,Staff,2000-01-11,2001-07-24
441833,Hatem,Wiegley,Engineer,1996-09-06,1997-12-05
441860,Marla,Seghrouchni,Senior Engineer,1988-06-21,1997-06-11
441872,Mantis,Glowinski,Technique Leader,1986-10-09,1990-04-18
441875,Mingzeng,Reistad,Engineer,1998-08-28,1999-04-10
441903,Heping,Kusakabe,Senior Engineer,1997-06-23,1997-11-15
441912,Roded,Farrel,Senior Staff,1996-07-22,1999-05-19
441934,Gurbir,Quittner,Staff,1989-03-22,1989-06-28
441937,Evgueni,Kuzuoka,Senior Staff,1999-08-06,2001-11-18
441962,Oscal,Sluis,Staff,1996-05-27,2000-02-08
441968,Gro,Stamatiou,Engineer,1990-08-06,1991-08-19
442024,Berto,Raczkowsky,Senior Staff,1990-12-10,2002-01-21
442057,Hidde,Marciano,Staff,1998-11-08,2000-09-12
442068,Emdad,Gammage,Staff,1987-10-13,1994-09-04
442071,Mandell,Smailagic,Senior Staff,1992-05-26,1995-02-25
442088,Fumiya,Bonifati,Senior Staff,1996-01-14,1996-07-04
442092,Tsz,Katalagarianos,Senior Engineer,1999-02-20,2001-04-21
442099,Xuejun,Capobianchi,Engineer,1993-12-24,1997-09-03
442107,Vasilii,Khasidashvili,Staff,1986-07-19,1990-09-21
442111,Munir,Cunliffe,Staff,1994-12-24,2000-03-07
442118,Utz,Birsak,Senior Engineer,1991-11-30,1997-10-26
442119,Siddarth,Sudkamp,Staff,1992-07-10,1993-05-18
442129,Genki,Bruckman,Senior Staff,1991-11-22,1995-04-02
442153,Abdelaziz,Coombs,Senior Staff,1996-11-11,1997-12-15
442154,Hidde,Kropf,Senior Engineer,1987-07-05,1995-07-09
442169,Joydip,Vidya,Engineer,1990-11-09,1991-03-10
442182,Mabry,Peir,Engineer,1989-06-27,1993-11-05
442191,Apostol,Shackell,Engineer,1987-09-26,1988-03-04
442193,Xiaoshan,Laurillard,Staff,1995-03-09,1996-12-07
442199,Arumugam,Kranzdorf,Senior Engineer,1993-02-12,2000-09-23
442215,Zongyan,Zaiane,Staff,1999-09-13,2002-02-26
442217,Junichi,Sommer,Staff,1995-02-20,2001-05-15
442238,Shuichi,Tanemo,Staff,1993-09-28,1993-10-18
442249,Rimli,Champarnaud,Engineer,1989-06-06,1990-12-18
442272,Stein,Varker,Staff,1994-05-12,1998-02-08
442318,Lunjin,Kavanagh,Engineer,1995-04-14,2000-11-27
442326,Seshu,McFarlan,Senior Engineer,1986-12-10,2000-02-09
442341,Manton,Mawatari,Senior Engineer,1990-08-09,1995-12-16
442367,Indrajit,Mellouli,Engineer,1996-12-10,1999-10-14
442381,Wayne,Krohm,Staff,1996-10-24,2001-05-20
442394,Patricio,Seuren,Senior Engineer,1992-10-20,1993-05-20
442423,Bodh,Boguraev,Senior Staff,2000-01-16,2001-09-10
442437,Jianhua,Hartvigsen,Engineer,1991-09-05,1996-04-08
442445,Vivian,Ritzmann,Staff,1996-04-05,2000-05-04
442449,Bangqing,Kuhnemann,Staff,1999-04-08,2002-03-13
442456,Zhiguo,Thorensen,Staff,1992-08-28,1994-11-21
442471,Uzi,Setia,Staff,1995-04-23,1999-08-18
442474,Jamaludin,Stanfel,Staff,1986-04-22,1989-12-17
442528,Shuho,Deville,Senior Engineer,2001-12-12,2002-06-20
442536,Venkatesan,Kushner,Staff,1994-04-09,1995-11-25
442544,Sigeru,Haddadi,Senior Staff,1987-07-29,1988-05-11
442557,Hausi,Peres,Engineer,1990-07-21,1993-07-10
442610,Jaideep,Flexer,Staff,1998-01-12,2001-05-17
442611,Aram,Daescu,Senior Engineer,1997-08-21,1999-10-19
442656,Sven,Georgatos,Engineer,1986-03-08,1990-05-19
442659,Maja,Christianini,Senior Staff,1985-04-03,1993-12-04
442669,Bedrich,Ebeling,Senior Engineer,1994-08-30,1997-05-13
442681,Chiranjit,Manderick,Engineer,1993-05-21,1993-08-28
442694,Kazunori,Denti,Engineer,1997-05-25,1999-08-02
442703,Parviz,Felder,Staff,1999-10-06,2000-10-29
442715,Shimshon,Tsukune,Engineer,1986-11-09,1988-01-17
442717,Sangeeta,Kobara,Senior Staff,1996-07-09,1999-04-28
442734,Subhankar,Rebaine,Engineer,1996-01-26,1998-06-14
442754,Adin,Fabrizio,Staff,1996-06-28,2001-11-27
442790,Genki,Schonegge,Staff,1997-09-27,1999-03-30
442808,Jordanka,Mawatari,Senior Engineer,2002-05-29,2002-06-26
442832,Weicheng,Hettesheimer,Senior Engineer,1988-07-09,1991-06-19
442866,Aram,Wilharm,Engineer,1985-12-12,1988-07-05
442871,Arlette,Thibadeau,Engineer,1995-11-15,1998-09-29
442900,Arnd,Underwood,Engineer,1990-01-25,1996-12-10
442926,Chenxi,Merey,Staff,1996-06-25,1997-02-28
442951,Sergi,Jeansoulin,Technique Leader,1992-03-22,1995-11-04
442959,Marl,Piveteau,Senior Staff,1986-03-20,1993-09-23
442964,Zvonko,Georgatos,Senior Engineer,1994-05-09,2000-11-05
442972,Arumugam,Rissland,Engineer,1995-01-07,1998-11-11
442981,Ingemar,Llado,Senior Staff,1994-04-12,1994-05-06
442993,Jeong,Falck,Engineer,1997-02-12,2001-11-21
442998,Karsten,Streit,Senior Staff,1991-10-23,2000-03-20
443002,Lene,Perry,Staff,1995-11-20,2002-03-20
443010,Gen,Mitzlaff,Technique Leader,1986-10-31,1987-05-05
443018,Yifei,Pews,Engineer,1992-04-05,1999-05-12
443022,Alexius,Gyimothy,Staff,1999-10-20,2000-05-25
443061,Masanao,Wegerle,Senior Engineer,1985-03-23,1993-02-05
443071,Manibrata,Billawala,Senior Engineer,1985-09-15,1992-10-27
443113,Kiam,Nannarelli,Senior Staff,1998-08-05,1999-11-01
443139,Ferdinand,Fortenbacher,Staff,1995-10-30,2000-08-26
443147,Kristin,Shinomoto,Engineer,1995-06-10,1999-12-25
443168,Krisda,Gadepally,Senior Staff,2000-02-03,2000-12-21
443176,Gretta,Bael,Senior Engineer,1998-03-06,1999-08-18
443189,Theirry,Toyoshima,Staff,1995-02-26,1999-03-07
443197,Richard,Albarhamtoshy,Senior Engineer,1992-08-16,1994-08-16
443203,Salvador,Bail,Engineer,1989-09-23,1990-06-04
443211,Frazer,Buescher,Senior Engineer,1993-05-03,2002-07-22
443239,Arunas,Quaggetto,Senior Staff,1994-03-10,1999-02-09
443244,Xiaoqiang,Gerteisen,Engineer,1998-08-26,1999-07-08
443253,Abdulla,Tchuente,Staff,1990-10-25,1992-06-26
443269,Luise,Ritzmann,Staff,1995-09-07,1997-01-03
443280,Sibyl,Zeidenstein,Senior Engineer,1996-10-11,1996-12-09
443284,Yoshimitsu,Frijda,Staff,1996-09-20,2001-08-09
443311,Cordelia,Eickenmeyer,Staff,1989-12-29,1990-05-09
443338,Shuji,Kirkerud,Technique Leader,1999-10-07,2002-03-27
443352,Barry,Luders,Staff,1997-09-30,2001-11-26
443360,Remzi,Veccia,Engineer,1995-02-13,1998-04-08
443416,Shounak,Warwick,Senior Staff,1994-03-08,1995-12-11
443452,Rosine,Lundstrom,Engineer,1993-05-08,1998-01-23
443537,Chenxi,Zaiane,Staff,1986-11-07,1992-12-28
443600,Mingdong,Candan,Engineer,1986-12-25,1991-12-02
443620,Hauke,Dratva,Senior Staff,1996-03-28,1997-04-23
443631,Bingning,Braunmuhl,Staff,1988-05-01,1995-01-26
443671,Chaosheng,Schauser,Staff,1995-07-05,1999-07-02
443681,Jaroslava,Marwedel,Senior Engineer,1999-07-28,2002-06-26
443749,Evgueni,Himler,Assistant Engineer,1997-12-15,2001-07-23
443754,Mansur,Stranks,Assistant Engineer,1992-04-29,1993-05-23
443763,Erzsebet,Pluym,Engineer,1997-01-31,1997-07-10
443770,Berry,Waymire,Engineer,1994-05-25,1998-08-16
443773,Tsutomu,Bach,Senior Engineer,1995-11-30,2000-01-15
443778,Piyush,Iisaka,Engineer,1994-05-01,1996-09-22
443794,Takahira,Kroll,Senior Staff,1985-08-28,1985-09-28
443837,Jayson,Merks,Senior Staff,1998-04-10,2002-06-21
443853,Jasminko,Ramaiah,Senior Staff,1990-03-25,2000-11-08
443872,Kersti,Gini,Staff,1987-12-30,1990-07-15
443922,Yechiam,Winter,Engineer,1989-06-05,1994-10-03
443931,Boriana,Eiter,Engineer,1999-08-10,2000-07-02
443936,Moni,Piazza,Engineer,1992-04-24,1999-03-22
443952,Haldun,Krupka,Staff,1998-08-01,1999-10-11
443953,Bowen,Ladret,Senior Staff,1988-05-18,2001-06-29
443972,Chiranjit,Flasterstein,Staff,1991-06-22,1997-07-31
443995,Hidefumi,Ebeling,Senior Engineer,1990-05-25,2001-07-04
444008,Munehiko,Stemann,Staff,1990-07-18,1994-10-12
444019,Mahendra,Monarch,Senior Engineer,1987-07-16,2002-02-21
444026,Youssef,Poupard,Engineer,1997-08-13,1998-12-05
444032,Yuchang,Shackell,Senior Engineer,1994-09-04,1998-04-28
444043,Deniz,Thiria,Technique Leader,1990-10-19,2000-06-23
444045,Xiadong,Hiltgen,Engineer,1988-08-26,1989-08-12
444075,Giri,Rijckaert,Staff,1992-03-30,1996-01-26
444084,Domenico,Bresenham,Senior Staff,1998-12-20,2001-03-09
444132,Dmitry,Bala,Engineer,1991-03-31,1995-07-01
444139,Mizuhito,Kawashimo,Senior Staff,2000-03-05,2000-12-04
444150,Paloma,Etalle,Staff,1997-08-17,1999-01-26
444159,Gay,Werthner,Staff,1987-10-18,1993-05-17
444169,Kristine,Marrakchi,Staff,1989-03-24,1991-07-28
444178,Guangming,Merks,Senior Engineer,1990-06-03,1997-12-30
444189,Masami,Taubenfeld,Engineer,1994-08-16,2002-02-12
444207,Eric,Landherr,Senior Staff,1992-07-08,1994-12-15
444237,Zito,Hoppenstand,Staff,1999-04-29,2000-10-06
444302,Tzu,Bharadwaj,Senior Engineer,1993-12-02,1999-04-24
444311,Gladys,Zyda,Engineer,1985-12-03,1993-09-05
444336,Kristine,Pintelas,Senior Staff,1996-08-12,2001-08-21
444349,Seongbae,Cromarty,Staff,1996-12-16,2001-08-04
444372,Filipp,Rosin,Senior Engineer,1993-08-10,1998-12-19
444377,Pantung,Cyne,Senior Engineer,1986-10-30,2001-03-27
444410,Bingning,Ponthieu,Engineer,1991-12-01,1994-10-14
444426,Tristan,Perry,Senior Engineer,1985-02-11,1993-12-08
444439,Mihalis,Murtafg,Staff,1994-10-03,2001-02-12
444441,Maik,Knightly,Engineer,1995-07-17,1999-09-10
444473,Alexius,Matzen,Engineer,1996-09-03,1997-12-10
444477,Koichi,Bolotov,Senior Engineer,1989-04-01,1998-04-20
444479,Manton,Murtafg,Assistant Engineer,1989-11-26,1990-03-31
444518,Uwe,Kaelbling,Senior Staff,1985-04-01,1987-07-02
444530,Carrsten,Bael,Senior Engineer,1993-03-07,1993-09-13
444538,Fumiyo,Gunderson,Engineer,1996-05-13,2001-02-22
444556,Aran,Camarinopoulos,Senior Engineer,1994-03-03,1999-03-19
444612,Jeanna,Sury,Senior Staff,1995-01-27,2000-12-05
444663,Sedat,Snedden,Assistant Engineer,1998-03-20,2002-07-20
444689,Akeel,Rijckaert,Senior Engineer,2001-05-13,2001-11-12
444732,Yunming,Cromarty,Staff,1992-07-15,1996-09-01
444775,Satosi,Krider,Staff,1998-01-14,1999-02-03
444855,Kagan,Caine,Senior Staff,1989-09-29,1992-07-21
444861,Zita,Quaggetto,Senior Staff,1999-02-08,1999-06-15
444876,Arumugam,Makinen,Staff,1999-04-16,2000-01-14
444888,Takanari,Comyn,Engineer,1988-06-02,1992-02-15
444897,Cathie,Luke,Staff,1995-10-01,1998-11-25
444918,Dante,Ramamoorthy,Engineer,1997-04-13,1999-11-05
444939,Mani,Halloran,Senior Staff,1994-01-20,1997-02-13
444955,Mircea,Provine,Engineer,1990-06-07,1990-09-23
444963,Mayumi,Marchesini,Staff,1997-12-05,2000-02-09
444971,Visit,Preusig,Senior Engineer,1996-10-25,2001-03-29
444984,Mokhtar,Nittel,Engineer,1992-11-09,1996-09-21
